desc,valor,metraje
2 Dormitorios en La Blanqueada,U$S 163.000,
2 Dormitorios en La Blanqueada,U$S 163.000,103
3 Dormitorios en Paso De La Arena,U$S 163.000,144
3 Dormitorios en Malvin,U$S 163.000,96
2 Dormitorios en Aires Puros,U$S 163.000,80
2 Dormitorios en La Blanqueada,U$S 163.000,
3 Dormitorios en Cerrito,U$S 163.000,140
3 Dormitorios en Malvin Norte,U$S 163.000,96
3 Dormitorios en Paso De La Arena,U$S 163.000,300
2 Dormitorios en Pocitos,U$S 163.000,70
2 Dormitorios en Sayago,U$S 163.000,139
2 Dormitorios en Pocitos,U$S 163.000,70
2 Dormitorios en La Blanqueada,U$S 163.000,75
2 Dormitorios en Brazo Oriental,U$S 163.000,269
2 Dormitorios en La Blanqueada,U$S 163.000,90
4 Dormitorios en Tres Cruces,U$S 164.000,117
4 Dormitorios en Parque Batlle,U$S 164.000,117
4 Dormitorios en Aguada,U$S 164.000,117
4 Dormitorios en Tres Cruces,U$S 164.000,117
4 Dormitorios en La Comercial,U$S 164.000,117
4 Dormitorios en Otro,U$S 164.000,117
4 Dormitorios en Cordon,U$S 164.000,117
3 Dormitorios en Malvin Norte,U$S 164.000,
4 Dormitorios en La Comercial,U$S 164.000,117
3 Dormitorios en Sayago,U$S 164.000,250
3 Dormitorios en Palermo,U$S 165.000,
3 Dormitorios en Brazo Oriental,U$S 165.000,110
2 Dormitorios en Buceo,U$S 165.000,99
2 Dormitorios en La Comercial,U$S 165.000,90
3 Dormitorios en La Comercial,U$S 165.000,122
2 Dormitorios en Buceo,U$S 165.000,90
3 Dormitorios en Cerrito,U$S 165.000,
2 Dormitorios en Parque Rodo,U$S 165.000,71
4 Dormitorios en La Comercial,U$S 165.000,154
2 Dormitorios en Aires Puros,U$S 165.000,
2 Dormitorios en Parque Batlle,U$S 165.000,100
2 Dormitorios en Carrasco Norte,U$S 165.000,77
2 Dormitorios en Villa Dolores,U$S 165.000,95
2 Dormitorios en Cno. Maldonado,U$S 165.000,
2 Dormitorios en Parque Batlle,U$S 165.000,100
2 Dormitorios en Jacinto Vera,U$S 165.000,
2 Dormitorios en Buceo,U$S 165.000,80
2 Dormitorios en Buceo,U$S 165.000,90
2 Dormitorios en Malvin,U$S 165.000,79
1 Ambiente en Nuevo Centro,U$S 165.000,326
Más de 4 dormitorios en Malvin,U$S 165.000,66
3 Dormitorios en Colon,U$S 165.000,
3 Dormitorios en Cordon,U$S 165.000,347
Más de 4 dormitorios en Sayago,U$S 165.000,
Más de 4 dormitorios en Aguada,U$S 165.000,290
2 Dormitorios en Palermo,U$S 165.000,140
4 Dormitorios en Cordon,U$S 165.000,95
2 Dormitorios en Prado,U$S 165.000,80
3 Dormitorios en Union,U$S 165.000,103
Más de 4 dormitorios en Colon,U$S 165.000,284
2 Dormitorios en Pocitos,U$S 165.000,120
2 Dormitorios en Buceo,U$S 165.000,102
2 Dormitorios en Parque Batlle,U$S 165.000,83
Más de 4 dormitorios en Villa Muñoz,U$S 165.000,200
2 Dormitorios en Bella Vista,U$S 165.000,88
2 Dormitorios en La Blanqueada,U$S 165.000,50
3 Dormitorios en Belvedere,U$S 165.000,80
3 Dormitorios en La Comercial,U$S 165.000,122
2 Dormitorios en Prado,U$S 165.000,80
3 Dormitorios en Prado Norte,U$S 165.000,89
3 Dormitorios en Belvedere,U$S 165.000,100
3 Dormitorios en Union,U$S 165.000,196
2 Dormitorios en La Blanqueada,U$S 165.000,70
2 Dormitorios en Carrasco Norte,U$S 165.000,
Más de 4 dormitorios en Reducto,U$S 165.000,146
2 Dormitorios en Parque Batlle,U$S 165.000,70
2 Dormitorios en Malvin Norte,U$S 165.000,
2 Dormitorios en Prado,U$S 165.000,76
3 Dormitorios en Union,U$S 165.000,196
2 Dormitorios en La Blanqueada,U$S 165.000,70
2 Dormitorios en Parque Batlle,U$S 165.000,65
Más de 4 dormitorios en Prado,U$S 165.000,209
2 Dormitorios en Prado,U$S 165.000,92
2 Dormitorios en Villa Dolores,U$S 165.000,
4 Dormitorios en Maroñas,U$S 165.000,
4 Dormitorios en La Comercial,U$S 165.000,163
2 Dormitorios en Parque Batlle,U$S 165.000,120
2 Dormitorios en Carrasco Norte,U$S 165.000,77
2 Dormitorios en Parque Batlle,U$S 165.000,95
4 Dormitorios en Aguada,U$S 165.000,403
3 Dormitorios en Jacinto Vera,U$S 166.000,90
2 Dormitorios en Sayago,U$S 166.000,139
3 Dormitorios en Aires Puros,U$S 166.000,136
4 Dormitorios en Las Acacias,U$S 166.000,182
2 Dormitorios en Atahualpa,U$S 167.000,75
2 Dormitorios en Atahualpa,U$S 167.000,
3 Dormitorios en Goes,U$S 167.000,92
2 Dormitorios en Atahualpa,U$S 167.000,110
3 Dormitorios en Carrasco,U$S 167.900,72
3 Dormitorios en Punta Gorda,U$S 167.900,72
2 Dormitorios en Buceo,U$S 168.000,60
2 Dormitorios en Villa Dolores,U$S 168.000,75
3 Dormitorios en Malvin,U$S 168.000,80
2 Dormitorios en Buceo,U$S 168.000,79
2 Dormitorios en Pocitos,U$S 168.000,75
3 Dormitorios en Capurro,U$S 168.000,80
2 Dormitorios en Buceo,U$S 168.000,1
3 Dormitorios en Carrasco Norte,U$S 168.000,
3 Dormitorios en Sayago,U$S 168.000,
3 Dormitorios en Perez Castellanos,U$S 168.000,64
2 Dormitorios en Parque Batlle,U$S 168.000,95
2 Dormitorios en Buceo,U$S 168.000,
4 Dormitorios en Cordon,U$S 168.000,
3 Dormitorios en Goes,U$S 168.000,133
2 Dormitorios en Pocitos,U$S 168.000,
2 Dormitorios en Pocitos Nuevo,U$S 168.000,75
2 Dormitorios en Villa Dolores,U$S 168.000,100
3 Dormitorios en Prado Norte,U$S 168.000,102
2 Dormitorios en Parque Batlle,U$S 168.000,100
3 Dormitorios en Carrasco,U$S 168.000,85
2 Dormitorios en Prado,U$S 168.000,70
3 Dormitorios en Palermo,U$S 169.000,136
3 Dormitorios en La Blanqueada,U$S 169.000,91
2 Dormitorios en Atahualpa,U$S 169.000,100
1 Dormitorio en Malvin,U$S 169.000,47
Más de 4 dormitorios en Bella Vista,U$S 169.000,203
3 Dormitorios en La Blanqueada,U$S 169.000,86
2 Dormitorios en Pocitos Nuevo,U$S 169.000,76
2 Dormitorios en Prado,U$S 169.000,100
3 Dormitorios en La Blanqueada,U$S 169.000,85
3 Dormitorios en Reducto,U$S 169.000,113
2 Dormitorios en Union,U$S 169.000,110
3 Dormitorios en La Blanqueada,U$S 169.000,72
4 Dormitorios en Barrio Sur,U$S 169.000,139
3 Dormitorios en La Blanqueada,U$S 169.000,95
3 Dormitorios en Cordon,U$S 169.000,136
3 Dormitorios en Cordon,U$S 169.000,98
2 Dormitorios en Prado,U$S 169.000,100
4 Dormitorios en Peñarol,U$S 169.000,560
2 Dormitorios en Parque Batlle,U$S 169.000,82
3 Dormitorios en Cordon,U$S 169.000,163
3 Dormitorios en La Blanqueada,U$S 169.000,85
2 Dormitorios en Cerrito,U$S 169.000,131
3 Dormitorios en Cordon,U$S 169.500,115
2 Dormitorios en La Comercial,U$S 170.000,57
1 Ambiente en Ciudad Vieja,U$S 170.000,304
4 Dormitorios en Centro,U$S 170.000,280
3 Dormitorios en Brazo Oriental,U$S 170.000,107
3 Dormitorios en Paso Molino,U$S 170.000,
3 Dormitorios en Belvedere,U$S 170.000,90
4 Dormitorios en Lezica,U$S 170.000,
2 Dormitorios en Jacinto Vera,U$S 170.000,113
2 Dormitorios en Cordon,U$S 170.000,75
Más de 4 dormitorios en Ciudad Vieja,U$S 170.000,123
2 Dormitorios en Carrasco Norte,U$S 170.000,70
3 Dormitorios en Malvin,U$S 170.000,105
2 Dormitorios en Prado,U$S 170.000,60
3 Dormitorios en Prado,U$S 170.000,
2 Dormitorios en Tres Cruces,U$S 170.000,57
4 Dormitorios en Cordon,U$S 170.000,120
3 Dormitorios en Brazo Oriental,U$S 170.000,85
3 Dormitorios en La Blanqueada,U$S 170.000,74
Más de 4 dormitorios en Cerro,U$S 170.000,157
2 Dormitorios en Reducto,U$S 170.000,55
2 Dormitorios en Palermo,U$S 170.000,76
Más de 4 dormitorios en Cerrito,U$S 170.000,270
4 Dormitorios en Lezica,U$S 170.000,145
3 Dormitorios en Colon,U$S 170.000,
2 Dormitorios en Reducto,U$S 170.000,80
Más de 4 dormitorios en Ciudad Vieja,U$S 170.000,385
3 Dormitorios en Colon,U$S 170.000,150
3 Dormitorios en Lezica,U$S 170.000,115
Más de 4 dormitorios en La Comercial,U$S 170.000,176
Más de 4 dormitorios en Barrio Sur,U$S 170.000,123
2 Dormitorios en Brazo Oriental,U$S 170.000,70
3 Dormitorios en Capurro,U$S 170.000,200
2 Dormitorios en Parque Batlle,U$S 170.000,180
Más de 4 dormitorios en Prado,U$S 170.000,200
Más de 4 dormitorios en Ciudad Vieja,U$S 170.000,361
3 Dormitorios en Cordon,U$S 170.000,151
Más de 4 dormitorios en Ciudad Vieja,U$S 170.000,353
4 Dormitorios en Centro,U$S 170.000,138
4 Dormitorios en Colon,U$S 170.000,410
3 Dormitorios en Brazo Oriental,U$S 170.000,86
2 Dormitorios en Cordon,U$S 170.000,81
3 Dormitorios en Punta Gorda,U$S 170.000,72
3 Dormitorios en Carrasco Norte,U$S 170.000,110
1 Dormitorio en Parque Batlle,U$S 170.000,98
3 Dormitorios en Barrio Sur,U$S 170.000,123
Más de 4 dormitorios en Palermo,U$S 170.000,123
2 Dormitorios en Aguada,U$S 170.000,262
4 Dormitorios en Ciudad Vieja,U$S 170.000,124
2 Dormitorios en Parque Batlle,U$S 170.000,120
3 Dormitorios en Ciudad Vieja,U$S 170.000,361
3 Dormitorios en Buceo,U$S 170.000,97
2 Dormitorios en Parque Batlle,U$S 170.000,110
3 Dormitorios en La Blanqueada,U$S 170.000,90
3 Dormitorios en Ciudad Vieja,U$S 170.000,290
2 Dormitorios en Sayago,U$S 170.000,120
2 Dormitorios en Reducto,U$S 170.000,100
2 Dormitorios en Pocitos,U$S 170.000,58
Más de 4 dormitorios en Ciudad Vieja,U$S 170.000,249
4 Dormitorios en Paso Molino,U$S 170.000,173
Más de 4 dormitorios en Ciudad Vieja,U$S 170.000,350
3 Dormitorios en Cerrito,U$S 170.000,90
3 Dormitorios en Ciudad Vieja,U$S 170.000,153
Más de 4 dormitorios en Ciudad Vieja,U$S 170.000,362
2 Dormitorios en Pocitos,U$S 170.000,87
2 Dormitorios en La Blanqueada,U$S 170.000,86
2 Dormitorios en Parque Batlle,U$S 170.000,115
4 Dormitorios en Aguada,U$S 170.000,181
2 Dormitorios en Tres Cruces,U$S 170.000,90
2 Dormitorios en Malvin,U$S 172.000,89
3 Dormitorios en Parque Batlle,U$S 172.000,80
2 Dormitorios en La Blanqueada,U$S 172.500,66
Más de 4 dormitorios en Parque Batlle,U$S 173.000,170
2 Dormitorios en Parque Batlle,U$S 173.000,73
3 Dormitorios en Jacinto Vera,U$S 173.000,144
2 Dormitorios en La Comercial,U$S 173.000,178
3 Dormitorios en Perez Castellanos,U$S 173.000,120
Más de 4 dormitorios en Buceo,U$S 173.000,170
3 Dormitorios en Nuevo Paris,U$S 173.000,150
2 Dormitorios en Buceo,U$S 173.000,60
Más de 4 dormitorios en Cordon,U$S 173.000,220
3 Dormitorios en Parque Batlle,U$S 173.000,60
3 Dormitorios en Villa Dolores,U$S 173.000,118
2 Dormitorios en Jacinto Vera,U$S 173.000,178
2 Dormitorios en Buceo,U$S 173.000,60
4 Dormitorios en Colon,U$S 173.000,120
Más de 4 dormitorios en Ciudad Vieja,U$S 174.000,400
3 Dormitorios en Cordon,U$S 174.900,200
3 Dormitorios en Palermo,U$S 175.000,104
2 Dormitorios en La Comercial,U$S 175.000,70
2 Dormitorios en Brazo Oriental,U$S 175.000,90
3 Dormitorios en Sayago,U$S 175.000,100
2 Dormitorios en Buceo,U$S 175.000,
2 Dormitorios en Carrasco Norte,U$S 175.000,63
3 Dormitorios en Palermo,U$S 175.000,70
2 Dormitorios en Prado,U$S 175.000,100
2 Dormitorios en Buceo,U$S 175.000,100
3 Dormitorios en Sayago,U$S 175.000,120
2 Dormitorios en Carrasco,U$S 175.000,66
3 Dormitorios en Centro,U$S 175.000,104
Más de 4 dormitorios en Atahualpa,U$S 175.000,170
2 Dormitorios en Malvin Norte,U$S 175.000,120
2 Dormitorios en Bolivar,U$S 175.000,81
3 Dormitorios en La Blanqueada,U$S 175.000,80
2 Dormitorios en Malvin,U$S 175.000,63
2 Dormitorios en Jacinto Vera,U$S 175.000,156
3 Dormitorios en Cordon,U$S 175.000,104
2 Dormitorios en Pocitos,U$S 175.000,124
2 Dormitorios en Carrasco Norte,U$S 175.000,80
3 Dormitorios en Carrasco Norte,U$S 175.000,90
4 Dormitorios en Arroyo Seco,U$S 175.000,156
3 Dormitorios en Carrasco,U$S 175.000,76
2 Dormitorios en Capurro,U$S 175.000,110
4 Dormitorios en Otro,U$S 175.000,141
3 Dormitorios en Reducto,U$S 175.000,118
4 Dormitorios en La Comercial,U$S 175.000,140
2 Dormitorios en Cordon,U$S 175.000,156
Más de 4 dormitorios en Centro,U$S 175.000,160
3 Dormitorios en Buceo,U$S 175.000,85
3 Dormitorios en La Blanqueada,U$S 175.000,117
3 Dormitorios en Prado,U$S 175.000,93
2 Dormitorios en Pocitos,U$S 175.000,85
2 Dormitorios en Jacinto Vera,U$S 175.000,1
2 Dormitorios en Carrasco Norte,U$S 175.000,63
3 Dormitorios en Aguada,U$S 175.000,160
2 Dormitorios en Carrasco Norte,U$S 175.000,63
2 Dormitorios en Brazo Oriental,U$S 175.000,77
2 Dormitorios en Jacinto Vera,U$S 175.000,70
3 Dormitorios en Sayago,U$S 175.000,260
2 Dormitorios en Brazo Oriental,U$S 175.000,189
3 Dormitorios en La Blanqueada,U$S 175.000,80
3 Dormitorios en Carrasco,U$S 175.000,90
2 Dormitorios en Pocitos,U$S 175.000,124
3 Dormitorios en Carrasco Norte,U$S 175.000,110
2 Dormitorios en Punta Gorda,U$S 175.000,63
4 Dormitorios en La Comercial,U$S 175.000,140
3 Dormitorios en Palermo,U$S 175.000,70
3 Dormitorios en Cordon,U$S 175.000,150
4 Dormitorios en Prado,U$S 175.000,203
2 Dormitorios en Jacinto Vera,U$S 175.000,70
Más de 4 dormitorios en Sayago,U$S 175.000,214
3 Dormitorios en Colon,U$S 175.000,260
2 Dormitorios en Parque Batlle,U$S 175.000,82
2 Dormitorios en La Blanqueada,U$S 175.000,156
2 Dormitorios en B. De Carrasco,U$S 176.000,100
3 Dormitorios en Aires Puros,U$S 177.000,135
2 Dormitorios en Sayago,U$S 177.000,90
3 Dormitorios en Otro,U$S 178.000,120
3 Dormitorios en La Blanqueada,U$S 178.000,
4 Dormitorios en Cerro,U$S 178.000,175
2 Dormitorios en Prado,U$S 178.000,120
3 Dormitorios en Prado,U$S 178.000,105
3 Dormitorios en Parque Batlle,U$S 178.000,80
1 Dormitorio en Malvin,U$S 178.000,68
3 Dormitorios en Prado,U$S 178.000,150
Más de 4 dormitorios en Colon,U$S 178.000,180
2 Dormitorios en Pocitos,U$S 178.000,89
2 Dormitorios en Jacinto Vera,U$S 178.000,
2 Dormitorios en La Blanqueada,U$S 178.000,
2 Dormitorios en Prado,U$S 178.000,72
3 Dormitorios en Sayago,U$S 178.000,210
2 Dormitorios en Prado,U$S 178.000,90
2 Dormitorios en Punta Carretas,U$S 179.000,67
3 Dormitorios en Parque Batlle,U$S 179.000,80
3 Dormitorios en Carrasco Norte,U$S 179.000,64
2 Dormitorios en Parque Batlle,U$S 179.000,45
4 Dormitorios en Cordon,U$S 179.000,114
2 Dormitorios en Carrasco Norte,U$S 179.000,70
4 Dormitorios en Brazo Oriental,U$S 179.000,160
3 Dormitorios en Capurro,U$S 179.000,78
2 Dormitorios en Malvin,U$S 179.000,70
2 Dormitorios en Pocitos,U$S 179.000,81
2 Dormitorios en Malvin,U$S 179.000,70
2 Dormitorios en Punta Carretas,U$S 179.000,65
3 Dormitorios en Tres Cruces,U$S 179.000,131
2 Dormitorios en Parque Batlle,U$S 179.000,81
3 Dormitorios en Aguada,U$S 179.000,200
2 Dormitorios en Malvin Norte,U$S 179.000,160
2 Dormitorios en Parque Rodo,U$S 179.000,81
4 Dormitorios en Cordon,U$S 179.000,114
4 Dormitorios en La Blanqueada,U$S 179.000,169
2 Dormitorios en La Blanqueada,U$S 179.800,67
3 Dormitorios en Cordon,U$S 179.900,200
2 Dormitorios en Prado,U$S 180.000,55
3 Dormitorios en La Comercial,U$S 180.000,122
3 Dormitorios en Cordon,U$S 180.000,111
3 Dormitorios en Atahualpa,U$S 180.000,130
3 Dormitorios en Prado Norte,U$S 180.000,83
3 Dormitorios en Prado,U$S 180.000,175
2 Dormitorios en Union,U$S 180.000,120
3 Dormitorios en Barrio Sur,U$S 180.000,130
4 Dormitorios en Brazo Oriental,U$S 180.000,120
2 Dormitorios en Carrasco Norte,U$S 180.000,63
Más de 4 dormitorios en Parque Rodo,U$S 180.000,160
2 Dormitorios en Malvin,U$S 180.000,80
4 Dormitorios en Cordon,U$S 180.000,135
4 Dormitorios en Ciudad Vieja,U$S 180.000,220
2 Dormitorios en Punta Carretas,U$S 180.000,90
Más de 4 dormitorios en Palermo,U$S 180.000,170
3 Dormitorios en Colon,U$S 180.000,
3 Dormitorios en La Blanqueada,U$S 180.000,70
3 Dormitorios en Arroyo Seco,U$S 180.000,120
2 Dormitorios en Carrasco Norte,U$S 180.000,140
2 Dormitorios en Prado,U$S 180.000,55
3 Dormitorios en Aires Puros,U$S 180.000,173
3 Dormitorios en Cordon,U$S 180.000,
4 Dormitorios en Lezica,U$S 180.000,120
2 Dormitorios en Union,U$S 180.000,88
3 Dormitorios en Aires Puros,U$S 180.000,173
3 Dormitorios en Cordon,U$S 180.000,159
4 Dormitorios en Cordon,U$S 180.000,149
4 Dormitorios en Peñarol,U$S 180.000,200
Más de 4 dormitorios en Tres Cruces,U$S 180.000,123
2 Dormitorios en Villa Española,U$S 180.000,159
3 Dormitorios en Goes,U$S 180.000,
2 Dormitorios en La Comercial,U$S 180.000,140
Más de 4 dormitorios en Aguada,U$S 180.000,280
3 Dormitorios en Palermo,U$S 180.000,130
2 Dormitorios en Cordon,U$S 180.000,65
Más de 4 dormitorios en Cordon,U$S 180.000,123
2 Dormitorios en Atahualpa,U$S 180.000,
2 Dormitorios en Carrasco Norte,U$S 180.000,
1 Ambiente en Cordon,U$S 180.000,200
Más de 4 dormitorios en Maroñas,U$S 180.000,880
2 Dormitorios en Carrasco,U$S 180.000,
2 Dormitorios en Parque Batlle,U$S 180.000,87
2 Dormitorios en La Blanqueada,U$S 180.000,85
Más de 4 dormitorios en Aguada,U$S 180.000,137
4 Dormitorios en Palermo,U$S 180.000,
3 Dormitorios en Brazo Oriental,U$S 180.000,86
3 Dormitorios en Malvin Norte,U$S 180.000,105
3 Dormitorios en Union,U$S 180.000,111
3 Dormitorios en Prado Norte,U$S 180.000,120
Más de 4 dormitorios en Buceo,U$S 180.000,170
2 Dormitorios en Reducto,U$S 180.000,51
2 Dormitorios en La Comercial,U$S 180.000,96
2 Dormitorios en Prado,U$S 180.000,
3 Dormitorios en Pocitos,U$S 180.000,
3 Dormitorios en Aguada,U$S 180.000,72
3 Dormitorios en La Blanqueada,U$S 180.000,112
2 Dormitorios en Sayago,U$S 180.000,178
2 Dormitorios en Brazo Oriental,U$S 180.000,93
3 Dormitorios en Prado,U$S 180.000,110
2 Dormitorios en Prado,U$S 180.000,110
2 Dormitorios en Prado,U$S 180.000,80
3 Dormitorios en Cordon,U$S 180.000,130
2 Dormitorios en Parque Batlle,U$S 180.000,79
2 Dormitorios en La Blanqueada,U$S 180.000,
3 Dormitorios en La Comercial,U$S 180.000,162
Más de 4 dormitorios en La Comercial,U$S 180.000,123
3 Dormitorios en Colon,U$S 180.000,140
3 Dormitorios en Parque Batlle,U$S 180.000,101
Más de 4 dormitorios en Ciudad Vieja,U$S 180.000,542
3 Dormitorios en Cerrito,U$S 180.000,168
2 Dormitorios en Atahualpa,U$S 180.000,65
Más de 4 dormitorios en Cordon,U$S 180.000,125
3 Dormitorios en Parque Batlle,U$S 180.000,101
Más de 4 dormitorios en Malvin Norte,U$S 180.000,880
3 Dormitorios en Brazo Oriental,U$S 183.000,125
2 Dormitorios en Pocitos,U$S 183.000,67
3 Dormitorios en Aires Puros,U$S 183.000,100
2 Dormitorios en Barrio Sur,U$S 183.000,140
3 Dormitorios en La Blanqueada,U$S 183.000,90
2 Dormitorios en Puerto Buceo,U$S 184.000,79
2 Dormitorios en Parque Rodo,U$S 184.000,100
2 Dormitorios en Buceo,U$S 184.000,79
3 Dormitorios en La Blanqueada,U$S 184.500,
3 Dormitorios en Prado,U$S 184.500,113
3 Dormitorios en La Blanqueada,U$S 184.500,93
3 Dormitorios en La Blanqueada,U$S 184.500,92
4 Dormitorios en La Blanqueada,U$S 185.000,120
2 Dormitorios en Atahualpa,U$S 185.000,89
2 Dormitorios en La Blanqueada,U$S 185.000,140
Más de 4 dormitorios en Aguada,U$S 185.000,191
1 Dormitorio en Malvin,U$S 185.000,60
2 Dormitorios en Pocitos,U$S 185.000,
4 Dormitorios en Tres Cruces,U$S 185.000,
3 Dormitorios en Prado,U$S 185.000,163
4 Dormitorios en Parque Batlle,U$S 185.000,140
3 Dormitorios en La Blanqueada,U$S 185.000,130
4 Dormitorios en Cordon,U$S 185.000,215
1 Dormitorio en Malvin,U$S 185.000,60
3 Dormitorios en Pajas Blancas,U$S 185.000,1236
2 Dormitorios en La Blanqueada,U$S 185.000,72
2 Dormitorios en Sayago,U$S 185.000,71
4 Dormitorios en Reducto,U$S 185.000,203
3 Dormitorios en Palermo,U$S 185.000,140
2 Dormitorios en Brazo Oriental,U$S 185.000,
2 Dormitorios en La Blanqueada,U$S 185.000,76
3 Dormitorios en Palermo,U$S 185.000,155
3 Dormitorios en Prado Norte,U$S 185.000,120
Más de 4 dormitorios en Goes,U$S 185.000,150
3 Dormitorios en Perez Castellanos,U$S 185.000,2775
3 Dormitorios en Colon,U$S 185.000,95
4 Dormitorios en La Blanqueada,U$S 185.000,140
2 Dormitorios en Malvin,U$S 185.000,80
2 Dormitorios en Malvin,U$S 185.000,120
3 Dormitorios en Lezica,U$S 185.000,110
3 Dormitorios en Palermo,U$S 185.000,1
4 Dormitorios en La Blanqueada,U$S 185.000,130
2 Dormitorios en Pocitos,U$S 185.000,155
2 Dormitorios en Jacinto Vera,U$S 185.000,90
2 Dormitorios en Buceo,U$S 185.000,99
2 Dormitorios en Parque Batlle,U$S 185.000,80
Más de 4 dormitorios en Aguada,U$S 185.000,186
3 Dormitorios en Cordon,U$S 185.000,92
3 Dormitorios en Union,U$S 185.000,90
4 Dormitorios en Prado,U$S 185.000,120
2 Dormitorios en La Blanqueada,U$S 185.000,131
2 Dormitorios en Parque Batlle,U$S 185.000,85
2 Dormitorios en Tres Cruces,U$S 185.000,84
4 Dormitorios en La Comercial,U$S 185.000,311
2 Dormitorios en Brazo Oriental,U$S 185.000,281
2 Dormitorios en Carrasco Norte,U$S 185.000,59
3 Dormitorios en Lezica,U$S 185.000,110
3 Dormitorios en Prado,U$S 185.000,163
3 Dormitorios en Parque Rodo,U$S 185.000,155
2 Dormitorios en Parque Batlle,U$S 185.000,95
Más de 4 dormitorios en La Comercial,U$S 185.000,
3 Dormitorios en Union,U$S 185.000,100
3 Dormitorios en La Comercial,U$S 185.000,119
4 Dormitorios en Centro,U$S 185.000,
2 Dormitorios en Pocitos,U$S 185.000,86
3 Dormitorios en Prado,U$S 185.000,100
3 Dormitorios en Malvin,U$S 185.000,65
3 Dormitorios en Palermo,U$S 185.000,155
2 Dormitorios en Malvin,U$S 185.000,118
3 Dormitorios en Tres Cruces,U$S 185.000,100
3 Dormitorios en Brazo Oriental,U$S 186.000,125
Más de 4 dormitorios en Jacinto Vera,U$S 187.000,124
2 Dormitorios en Prado,U$S 187.000,120
3 Dormitorios en Atahualpa,U$S 187.000,105
2 Dormitorios en Atahualpa,U$S 187.000,70
2 Dormitorios en Pocitos,U$S 187.000,70
2 Dormitorios en Sayago,U$S 187.000,120
Más de 4 dormitorios en Brazo Oriental,U$S 187.000,124
3 Dormitorios en La Comercial,U$S 187.000,100
2 Dormitorios en Pocitos,U$S 187.000,74
Más de 4 dormitorios en Atahualpa,U$S 187.000,124
2 Dormitorios en Carrasco Norte,U$S 188.000,88
3 Dormitorios en Prado,U$S 188.000,110
2 Dormitorios en Parque Miramar,U$S 188.000,77
4 Dormitorios en Aguada,U$S 189.000,150
3 Dormitorios en Parque Batlle,U$S 189.000,87
4 Dormitorios en Prado,U$S 189.000,162
3 Dormitorios en Cordon,U$S 189.000,100
2 Dormitorios en Malvin,U$S 189.000,86
2 Dormitorios en Prado,U$S 189.000,120
Más de 4 dormitorios en Prado Norte,U$S 189.000,150
3 Dormitorios en Goes,U$S 189.000,70
2 Dormitorios en Buceo,U$S 189.000,73
2 Dormitorios en Cordon,U$S 189.000,60
2 Dormitorios en Malvin,U$S 189.000,49
3 Dormitorios en Union,U$S 189.000,100
3 Dormitorios en Buceo,U$S 189.000,93
3 Dormitorios en La Comercial,U$S 189.000,240
3 Dormitorios en Malvin Norte,U$S 189.000,100
2 Dormitorios en Reducto,U$S 189.000,90
2 Dormitorios en Prado,U$S 189.000,100
2 Dormitorios en Prado Norte,U$S 189.000,75
2 Dormitorios en Malvin,U$S 189.000,73
