desc,valor,metraje,dormitorios,barrio
3 Dormitorios en Cerro,59000,60.0,3 Dormitorios,Cerro
1 Ambiente en Aguada,59500,22.0,1 Ambiente,Aguada
2 Dormitorios en Paso De La Arena,60000,50.0,2 Dormitorios,Paso De La Arena
2 Dormitorios en Otro,60000,80.0,2 Dormitorios,Otro
2 Dormitorios en Jacinto Vera,60000,85.0,2 Dormitorios,Jacinto Vera
2 Dormitorios en Ituzaingo,60000,59.0,2 Dormitorios,Ituzaingo
2 Dormitorios en Cerrito,60000,60.0,2 Dormitorios,Cerrito
2 Dormitorios en La Teja,60000,90.0,2 Dormitorios,La Teja
2 Dormitorios en Colon,60000,70.0,2 Dormitorios,Colon
4 Dormitorios en Piedras Blancas,60000,200.0,4 Dormitorios,Piedras Blancas
2 Dormitorios en Malvin Norte,60000,51.0,2 Dormitorios,Malvin Norte
3 Dormitorios en Cerrito,60000,72.0,3 Dormitorios,Cerrito
2 Dormitorios en Arroyo Seco,60000,50.0,2 Dormitorios,Arroyo Seco
1 Dormitorio en Aires Puros,60000,70.0,1 Dormitorio,Aires Puros
1 Dormitorio en Sayago,60000,34.0,1 Dormitorio,Sayago
2 Dormitorios en Cerrito,60000,75.0,2 Dormitorios,Cerrito
2 Dormitorios en Cerrito,60000,66.0,2 Dormitorios,Cerrito
3 Dormitorios en Las Acacias,61000,70.0,3 Dormitorios,Las Acacias
2 Dormitorios en Manga,61000,59.0,2 Dormitorios,Manga
4 Dormitorios en Cno. Maldonado,62000,92.0,4 Dormitorios,Cno. Maldonado
2 Dormitorios en Nuevo Paris,62000,95.0,2 Dormitorios,Nuevo Paris
2 Dormitorios en Villa Española,62000,80.0,2 Dormitorios,Villa Española
1 Dormitorio en Aires Puros,62000,48.0,1 Dormitorio,Aires Puros
2 Dormitorios en Maroñas,63000,,2 Dormitorios,Maroñas
2 Dormitorios en Union,63000,67.0,2 Dormitorios,Union
2 Dormitorios en La Teja,63000,90.0,2 Dormitorios,La Teja
1 Dormitorio en J. Hipodromo,63000,107.0,1 Dormitorio,J. Hipodromo
3 Dormitorios en Peñarol,64000,70.0,3 Dormitorios,Peñarol
2 Dormitorios en Nuevo Paris,64000,,2 Dormitorios,Nuevo Paris
3 Dormitorios en Otro,64500,81.0,3 Dormitorios,Otro
1 Dormitorio en La Comercial,64500,33.0,1 Dormitorio,La Comercial
1 Dormitorio en La Teja,65000,,1 Dormitorio,La Teja
3 Dormitorios en Union,65000,273.0,3 Dormitorios,Union
3 Dormitorios en La Teja,65000,60.0,3 Dormitorios,La Teja
2 Dormitorios en Union,65000,,2 Dormitorios,Union
2 Dormitorios en Casabo,65000,,2 Dormitorios,Casabo
2 Dormitorios en Otro,65000,70.0,2 Dormitorios,Otro
2 Dormitorios en Parque Batlle,65000,55.0,2 Dormitorios,Parque Batlle
3 Dormitorios en Malvin Norte,65000,75.0,3 Dormitorios,Malvin Norte
3 Dormitorios en Paso De La Arena,65000,133.0,3 Dormitorios,Paso De La Arena
3 Dormitorios en Union,65000,80.0,3 Dormitorios,Union
2 Dormitorios en Centro,65000,160.0,2 Dormitorios,Centro
Más de 4 dormitorios en La Teja,65000,,Más de 4 dormitorios,La Teja
3 Dormitorios en Cerrito,65000,70.0,3 Dormitorios,Cerrito
3 Dormitorios en La Teja,65000,85.0,3 Dormitorios,La Teja
2 Dormitorios en Union,65000,50.0,2 Dormitorios,Union
2 Dormitorios en Piedras Blancas,65000,,2 Dormitorios,Piedras Blancas
2 Dormitorios en J. Hipodromo,65000,70.0,2 Dormitorios,J. Hipodromo
2 Dormitorios en Sayago,65000,140.0,2 Dormitorios,Sayago
3 Dormitorios en Peñarol,65000,80.0,3 Dormitorios,Peñarol
2 Dormitorios en Peñarol,65000,45.0,2 Dormitorios,Peñarol
2 Dormitorios en Sayago,65000,120.0,2 Dormitorios,Sayago
2 Dormitorios en La Teja,65000,40.0,2 Dormitorios,La Teja
3 Dormitorios en Casabo,65000,,3 Dormitorios,Casabo
2 Dormitorios en Malvin Norte,65000,61.0,2 Dormitorios,Malvin Norte
1 Dormitorio en Jacinto Vera,65000,45.0,1 Dormitorio,Jacinto Vera
1 Dormitorio en Lezica,65000,80.0,1 Dormitorio,Lezica
2 Dormitorios en Ituzaingo,65000,100.0,2 Dormitorios,Ituzaingo
1 Dormitorio en Prado,65000,,1 Dormitorio,Prado
2 Dormitorios en Peñarol,65000,75.0,2 Dormitorios,Peñarol
2 Dormitorios en J. Hipodromo,65000,65.0,2 Dormitorios,J. Hipodromo
2 Dormitorios en Peñarol,65000,53.0,2 Dormitorios,Peñarol
2 Dormitorios en Otro,65000,76.0,2 Dormitorios,Otro
2 Dormitorios en Colon,65000,70.0,2 Dormitorios,Colon
2 Dormitorios en Maroñas,65000,90.0,2 Dormitorios,Maroñas
2 Dormitorios en Colon,65000,,2 Dormitorios,Colon
1 Dormitorio en Peñarol,65000,58.0,1 Dormitorio,Peñarol
4 Dormitorios en Colon,66000,130.0,4 Dormitorios,Colon
2 Dormitorios en Maroñas Curva,66800,60.0,2 Dormitorios,Maroñas Curva
3 Dormitorios en Villa Española,67000,61.0,3 Dormitorios,Villa Española
Más de 4 dormitorios en Colon,67000,180.0,Más de 4 dormitorios,Colon
2 Dormitorios en Maroñas,67000,,2 Dormitorios,Maroñas
3 Dormitorios en Peñarol,67000,140.0,3 Dormitorios,Peñarol
2 Dormitorios en Perez Castellanos,68000,50.0,2 Dormitorios,Perez Castellanos
2 Dormitorios en Barra Santa Lucia,68000,110.0,2 Dormitorios,Barra Santa Lucia
2 Dormitorios en Paso De La Arena,68000,120.0,2 Dormitorios,Paso De La Arena
1 Ambiente en Sayago,68000,60.0,1 Ambiente,Sayago
3 Dormitorios en Maroñas,68000,80.0,3 Dormitorios,Maroñas
2 Dormitorios en Bolivar,68000,60.0,2 Dormitorios,Bolivar
2 Dormitorios en Sayago,68000,70.0,2 Dormitorios,Sayago
2 Dormitorios en Sayago,68000,45.0,2 Dormitorios,Sayago
2 Dormitorios en Manga,68000,61.0,2 Dormitorios,Manga
3 Dormitorios en Maroñas,68000,60.0,3 Dormitorios,Maroñas
2 Dormitorios en Union,68000,90.0,2 Dormitorios,Union
2 Dormitorios en Paso De La Arena,68000,,2 Dormitorios,Paso De La Arena
1 Dormitorio en Colon,68000,44.0,1 Dormitorio,Colon
3 Dormitorios en Centro,68000,70.0,3 Dormitorios,Centro
3 Dormitorios en Maroñas,68000,68.0,3 Dormitorios,Maroñas
2 Dormitorios en Nuevo Paris,68000,90.0,2 Dormitorios,Nuevo Paris
2 Dormitorios en Lezica,68000,60.0,2 Dormitorios,Lezica
2 Dormitorios en Peñarol,68000,60.0,2 Dormitorios,Peñarol
Más de 4 dormitorios en Colon,69000,112.0,Más de 4 dormitorios,Colon
2 Dormitorios en Punta Rieles,69000,60.0,2 Dormitorios,Punta Rieles
3 Dormitorios en Piedras Blancas,69000,82.0,3 Dormitorios,Piedras Blancas
2 Dormitorios en Sayago,69000,55.0,2 Dormitorios,Sayago
3 Dormitorios en Punta Rieles,69000,,3 Dormitorios,Punta Rieles
2 Dormitorios en Lezica,69000,80.0,2 Dormitorios,Lezica
3 Dormitorios en Piedras Blancas,69000,151.0,3 Dormitorios,Piedras Blancas
1 Dormitorio en Malvin Norte,70000,80.0,1 Dormitorio,Malvin Norte
2 Dormitorios en Union,70000,65.0,2 Dormitorios,Union
1 Dormitorio en Aguada,70000,46.0,1 Dormitorio,Aguada
2 Dormitorios en Colon,70000,60.0,2 Dormitorios,Colon
2 Dormitorios en Piedras Blancas,70000,110.0,2 Dormitorios,Piedras Blancas
2 Dormitorios en Piedras Blancas,70000,,2 Dormitorios,Piedras Blancas
2 Dormitorios en J. Hipodromo,70000,201.0,2 Dormitorios,J. Hipodromo
3 Dormitorios en Maroñas,70000,77.0,3 Dormitorios,Maroñas
3 Dormitorios en Villa Española,70000,66.0,3 Dormitorios,Villa Española
2 Dormitorios en La Teja,70000,46.0,2 Dormitorios,La Teja
2 Dormitorios en Lezica,70000,62.0,2 Dormitorios,Lezica
2 Dormitorios en Lezica,70000,,2 Dormitorios,Lezica
2 Dormitorios en Jacinto Vera,70000,40.0,2 Dormitorios,Jacinto Vera
2 Dormitorios en Lezica,70000,,2 Dormitorios,Lezica
2 Dormitorios en Colon,70000,,2 Dormitorios,Colon
3 Dormitorios en La Teja,70000,,3 Dormitorios,La Teja
3 Dormitorios en Maroñas,70000,67.0,3 Dormitorios,Maroñas
2 Dormitorios en Peñarol,70000,70.0,2 Dormitorios,Peñarol
3 Dormitorios en Punta Rieles,70000,85.0,3 Dormitorios,Punta Rieles
2 Dormitorios en Maroñas Curva,70000,56.0,2 Dormitorios,Maroñas Curva
2 Dormitorios en Union,70000,75.0,2 Dormitorios,Union
2 Dormitorios en Cerro,70000,,2 Dormitorios,Cerro
2 Dormitorios en Otro,70000,70.0,2 Dormitorios,Otro
3 Dormitorios en Cno. Maldonado,70000,120.0,3 Dormitorios,Cno. Maldonado
2 Dormitorios en Punta Rieles,70000,75.0,2 Dormitorios,Punta Rieles
3 Dormitorios en Cerrito,70000,80.0,3 Dormitorios,Cerrito
2 Dormitorios en Maroñas Curva,70000,,2 Dormitorios,Maroñas Curva
2 Dormitorios en Maroñas,70000,59.0,2 Dormitorios,Maroñas
2 Dormitorios en Villa Española,71000,70.0,2 Dormitorios,Villa Española
3 Dormitorios en Cerro,71000,80.0,3 Dormitorios,Cerro
2 Dormitorios en Union,71000,70.0,2 Dormitorios,Union
3 Dormitorios en Villa Española,71000,81.0,3 Dormitorios,Villa Española
1 Dormitorio en Brazo Oriental,72000,44.0,1 Dormitorio,Brazo Oriental
2 Dormitorios en La Teja,72000,,2 Dormitorios,La Teja
2 Dormitorios en Piedras Blancas,72500,70.0,2 Dormitorios,Piedras Blancas
3 Dormitorios en Union,73000,,3 Dormitorios,Union
2 Dormitorios en La Teja,73000,,2 Dormitorios,La Teja
2 Dormitorios en Lezica,73000,53.0,2 Dormitorios,Lezica
2 Dormitorios en Sayago,73000,80.0,2 Dormitorios,Sayago
2 Dormitorios en Otro,73000,76.0,2 Dormitorios,Otro
2 Dormitorios en Piedras Blancas,73000,70.0,2 Dormitorios,Piedras Blancas
3 Dormitorios en Paso De La Arena,73000,60.0,3 Dormitorios,Paso De La Arena
2 Dormitorios en Nuevo Paris,73000,70.0,2 Dormitorios,Nuevo Paris
2 Dormitorios en Parque Batlle,73000,40.0,2 Dormitorios,Parque Batlle
2 Dormitorios en Colon,74000,85.0,2 Dormitorios,Colon
2 Dormitorios en Aires Puros,74000,61.0,2 Dormitorios,Aires Puros
1 Dormitorio en Brazo Oriental,74500,50.0,1 Dormitorio,Brazo Oriental
2 Dormitorios en Aires Puros,75000,118.0,2 Dormitorios,Aires Puros
3 Dormitorios en Punta Rieles,75000,63.0,3 Dormitorios,Punta Rieles
2 Dormitorios en Lezica,75000,,2 Dormitorios,Lezica
2 Dormitorios en Peñarol,75000,75.0,2 Dormitorios,Peñarol
Más de 4 dormitorios en Manga,75000,,Más de 4 dormitorios,Manga
3 Dormitorios en Cerrito,75000,,3 Dormitorios,Cerrito
1 Dormitorio en Belvedere,75000,,1 Dormitorio,Belvedere
2 Dormitorios en Belvedere,75000,,2 Dormitorios,Belvedere
1 Ambiente en La Blanqueada,75000,,1 Ambiente,La Blanqueada
3 Dormitorios en Maroñas,75000,700.0,3 Dormitorios,Maroñas
2 Dormitorios en Lezica,75000,,2 Dormitorios,Lezica
3 Dormitorios en Villa Española,75000,80.0,3 Dormitorios,Villa Española
3 Dormitorios en Maroñas Curva,75000,70.0,3 Dormitorios,Maroñas Curva
2 Dormitorios en Paso Molino,75000,75.0,2 Dormitorios,Paso Molino
3 Dormitorios en Paso De La Arena,75000,130.0,3 Dormitorios,Paso De La Arena
2 Dormitorios en Aires Puros,75000,66.0,2 Dormitorios,Aires Puros
3 Dormitorios en Colon,75000,,3 Dormitorios,Colon
3 Dormitorios en Colon,75000,99.0,3 Dormitorios,Colon
2 Dormitorios en Peñarol,75000,53.0,2 Dormitorios,Peñarol
3 Dormitorios en Sayago,75000,396.0,3 Dormitorios,Sayago
2 Dormitorios en La Comercial,75000,,2 Dormitorios,La Comercial
3 Dormitorios en Colon,75000,103.0,3 Dormitorios,Colon
2 Dormitorios en Cerrito,75000,,2 Dormitorios,Cerrito
3 Dormitorios en Sayago,75000,81.0,3 Dormitorios,Sayago
2 Dormitorios en Cerrito,75000,60.0,2 Dormitorios,Cerrito
1 Dormitorio en Capurro,75000,,1 Dormitorio,Capurro
3 Dormitorios en Punta Rieles,75000,110.0,3 Dormitorios,Punta Rieles
3 Dormitorios en Cno. Maldonado,75000,110.0,3 Dormitorios,Cno. Maldonado
2 Dormitorios en Perez Castellanos,75000,70.0,2 Dormitorios,Perez Castellanos
4 Dormitorios en Peñarol,75000,,4 Dormitorios,Peñarol
2 Dormitorios en Cerrito,75000,60.0,2 Dormitorios,Cerrito
Más de 4 dormitorios en Colon,75000,,Más de 4 dormitorios,Colon
2 Dormitorios en Perez Castellanos,75000,54.0,2 Dormitorios,Perez Castellanos
2 Dormitorios en Paso Molino,75000,61.0,2 Dormitorios,Paso Molino
2 Dormitorios en La Teja,75000,55.0,2 Dormitorios,La Teja
3 Dormitorios en Aguada,75000,80.0,3 Dormitorios,Aguada
2 Dormitorios en Union,75000,70.0,2 Dormitorios,Union
2 Dormitorios en Colon,75000,100.0,2 Dormitorios,Colon
2 Dormitorios en Maroñas,76000,77.0,2 Dormitorios,Maroñas
2 Dormitorios en Manga,76000,,2 Dormitorios,Manga
2 Dormitorios en Piedras Blancas,77000,80.0,2 Dormitorios,Piedras Blancas
2 Dormitorios en Piedras Blancas,77000,80.0,2 Dormitorios,Piedras Blancas
3 Dormitorios en Peñarol,77000,113.0,3 Dormitorios,Peñarol
2 Dormitorios en Belvedere,78000,45.0,2 Dormitorios,Belvedere
2 Dormitorios en Cno. Maldonado,78000,123.0,2 Dormitorios,Cno. Maldonado
4 Dormitorios en Ituzaingo,78000,,4 Dormitorios,Ituzaingo
3 Dormitorios en Colon,78000,50.0,3 Dormitorios,Colon
3 Dormitorios en Atahualpa,78000,86.0,3 Dormitorios,Atahualpa
2 Dormitorios en Aires Puros,78000,86.0,2 Dormitorios,Aires Puros
2 Dormitorios en Perez Castellanos,78000,50.0,2 Dormitorios,Perez Castellanos
1 Ambiente en Peñarol,78000,120.0,1 Ambiente,Peñarol
3 Dormitorios en Carrasco Norte,78000,62.0,3 Dormitorios,Carrasco Norte
2 Dormitorios en Maroñas,78000,136.0,2 Dormitorios,Maroñas
1 Dormitorio en Cerrito,78000,50.0,1 Dormitorio,Cerrito
2 Dormitorios en Brazo Oriental,78000,70.0,2 Dormitorios,Brazo Oriental
2 Dormitorios en La Comercial,78000,69.0,2 Dormitorios,La Comercial
3 Dormitorios en Aires Puros,78000,81.0,3 Dormitorios,Aires Puros
4 Dormitorios en Colon,79000,80.0,4 Dormitorios,Colon
Más de 4 dormitorios en Peñarol,79000,160.0,Más de 4 dormitorios,Peñarol
2 Dormitorios en Colon,79000,60.0,2 Dormitorios,Colon
3 Dormitorios en Union,79000,82.0,3 Dormitorios,Union
2 Dormitorios en Union,79000,,2 Dormitorios,Union
3 Dormitorios en Union,79000,,3 Dormitorios,Union
3 Dormitorios en Sayago,79000,162.0,3 Dormitorios,Sayago
2 Dormitorios en Capurro,79000,100.0,2 Dormitorios,Capurro
1 Dormitorio en Aires Puros,79000,41.0,1 Dormitorio,Aires Puros
1 Dormitorio en Peñarol,79000,,1 Dormitorio,Peñarol
2 Dormitorios en Las Acacias,79000,91.0,2 Dormitorios,Las Acacias
4 Dormitorios en Colon,79000,80.0,4 Dormitorios,Colon
3 Dormitorios en La Teja,79000,,3 Dormitorios,La Teja
3 Dormitorios en Union,79000,82.0,3 Dormitorios,Union
2 Dormitorios en Union,79000,,2 Dormitorios,Union
3 Dormitorios en Bella Vista,79000,77.0,3 Dormitorios,Bella Vista
2 Dormitorios en Ciudad Vieja,80000,67.0,2 Dormitorios,Ciudad Vieja
2 Dormitorios en Sayago,80000,,2 Dormitorios,Sayago
2 Dormitorios en Cno. Maldonado,80000,180.0,2 Dormitorios,Cno. Maldonado
3 Dormitorios en Paso Molino,80000,135.0,3 Dormitorios,Paso Molino
2 Dormitorios en Union,80000,273.0,2 Dormitorios,Union
2 Dormitorios en Aguada,80000,55.0,2 Dormitorios,Aguada
2 Dormitorios en Aguada,80000,50.0,2 Dormitorios,Aguada
2 Dormitorios en Cordon,80000,50.0,2 Dormitorios,Cordon
3 Dormitorios en Aguada,80000,77.0,3 Dormitorios,Aguada
2 Dormitorios en Aguada,80000,55.0,2 Dormitorios,Aguada
3 Dormitorios en Cerro,80000,,3 Dormitorios,Cerro
3 Dormitorios en Sayago,80000,120.0,3 Dormitorios,Sayago
3 Dormitorios en La Teja,80000,69.0,3 Dormitorios,La Teja
3 Dormitorios en Cno. Maldonado,80000,,3 Dormitorios,Cno. Maldonado
3 Dormitorios en Paso Molino,80000,89.0,3 Dormitorios,Paso Molino
2 Dormitorios en Reducto,80000,,2 Dormitorios,Reducto
2 Dormitorios en Cerrito,80000,50.0,2 Dormitorios,Cerrito
2 Dormitorios en Sayago,80000,,2 Dormitorios,Sayago
2 Dormitorios en Centro,80000,50.0,2 Dormitorios,Centro
3 Dormitorios en Brazo Oriental,80000,120.0,3 Dormitorios,Brazo Oriental
2 Dormitorios en Cerrito,80000,50.0,2 Dormitorios,Cerrito
2 Dormitorios en Union,80000,55.0,2 Dormitorios,Union
3 Dormitorios en La Teja,80000,65.0,3 Dormitorios,La Teja
2 Dormitorios en Maroñas,80000,,2 Dormitorios,Maroñas
2 Dormitorios en Maroñas,80000,104.0,2 Dormitorios,Maroñas
2 Dormitorios en Union,80000,49.0,2 Dormitorios,Union
2 Dormitorios en Sayago,80000,90.0,2 Dormitorios,Sayago
2 Dormitorios en Brazo Oriental,81000,56.0,2 Dormitorios,Brazo Oriental
3 Dormitorios en Union,81000,97.0,3 Dormitorios,Union
3 Dormitorios en Belvedere,81000,120.0,3 Dormitorios,Belvedere
1 Dormitorio en Jacinto Vera,82000,53.0,1 Dormitorio,Jacinto Vera
2 Dormitorios en Union,82000,59.0,2 Dormitorios,Union
2 Dormitorios en Colon,82000,72.0,2 Dormitorios,Colon
2 Dormitorios en La Comercial,82000,69.0,2 Dormitorios,La Comercial
3 Dormitorios en Centro,82000,180.0,3 Dormitorios,Centro
3 Dormitorios en Union,82000,119.0,3 Dormitorios,Union
2 Dormitorios en Villa Muñoz,82000,69.0,2 Dormitorios,Villa Muñoz
2 Dormitorios en Villa Muñoz,83000,69.0,2 Dormitorios,Villa Muñoz
3 Dormitorios en Cerrito,83000,76.0,3 Dormitorios,Cerrito
3 Dormitorios en Cerrito,83000,,3 Dormitorios,Cerrito
1 Dormitorio en La Comercial,83000,80.0,1 Dormitorio,La Comercial
3 Dormitorios en Arroyo Seco,83000,72.0,3 Dormitorios,Arroyo Seco
2 Dormitorios en Goes,84000,76.0,2 Dormitorios,Goes
3 Dormitorios en La Comercial,84000,60.0,3 Dormitorios,La Comercial
3 Dormitorios en Cno. Maldonado,84000,,3 Dormitorios,Cno. Maldonado
3 Dormitorios en Perez Castellanos,85000,,3 Dormitorios,Perez Castellanos
3 Dormitorios en Lezica,85000,100.0,3 Dormitorios,Lezica
2 Dormitorios en Sayago,85000,55.0,2 Dormitorios,Sayago
2 Dormitorios en Nuevo Paris,85000,534.0,2 Dormitorios,Nuevo Paris
1 Dormitorio en Reducto,85000,48.0,1 Dormitorio,Reducto
2 Dormitorios en Brazo Oriental,85000,70.0,2 Dormitorios,Brazo Oriental
2 Dormitorios en Buceo,85000,,2 Dormitorios,Buceo
3 Dormitorios en Nuevo Paris,85000,156.0,3 Dormitorios,Nuevo Paris
2 Dormitorios en Las Acacias,85000,76.0,2 Dormitorios,Las Acacias
3 Dormitorios en Union,85000,,3 Dormitorios,Union
1 Ambiente en Carrasco Norte,85000,30.0,1 Ambiente,Carrasco Norte
4 Dormitorios en Colon,85000,100.0,4 Dormitorios,Colon
2 Dormitorios en Lezica,85000,70.0,2 Dormitorios,Lezica
3 Dormitorios en Aires Puros,85000,60.0,3 Dormitorios,Aires Puros
2 Dormitorios en Malvin Norte,85000,40.0,2 Dormitorios,Malvin Norte
4 Dormitorios en Brazo Oriental,85000,160.0,4 Dormitorios,Brazo Oriental
3 Dormitorios en Union,85000,109.0,3 Dormitorios,Union
2 Dormitorios en Sayago,85000,45.0,2 Dormitorios,Sayago
3 Dormitorios en Union,85000,109.0,3 Dormitorios,Union
2 Dormitorios en Lezica,85000,90.0,2 Dormitorios,Lezica
3 Dormitorios en Lezica,85000,86.0,3 Dormitorios,Lezica
2 Dormitorios en Colon,85000,,2 Dormitorios,Colon
1 Dormitorio en Reducto,85000,63.0,1 Dormitorio,Reducto
2 Dormitorios en Malvin Norte,85000,40.0,2 Dormitorios,Malvin Norte
Más de 4 dormitorios en Ciudad Vieja,85000,120.0,Más de 4 dormitorios,Ciudad Vieja
1 Dormitorio en Reducto,85000,48.0,1 Dormitorio,Reducto
2 Dormitorios en Maroñas,85000,,2 Dormitorios,Maroñas
3 Dormitorios en Villa Española,85000,109.0,3 Dormitorios,Villa Española
2 Dormitorios en Las Acacias,85000,300.0,2 Dormitorios,Las Acacias
1 Dormitorio en Goes,85000,60.0,1 Dormitorio,Goes
3 Dormitorios en Paso Molino,85000,60.0,3 Dormitorios,Paso Molino
3 Dormitorios en Nuevo Paris,85000,,3 Dormitorios,Nuevo Paris
3 Dormitorios en Maroñas,85000,109.0,3 Dormitorios,Maroñas
2 Dormitorios en Otro,85000,92.0,2 Dormitorios,Otro
3 Dormitorios en Otro,85000,109.0,3 Dormitorios,Otro
2 Dormitorios en Las Acacias,85000,65.0,2 Dormitorios,Las Acacias
4 Dormitorios en Sayago,85000,77.0,4 Dormitorios,Sayago
4 Dormitorios en Peñarol,85000,,4 Dormitorios,Peñarol
2 Dormitorios en Paso De La Arena,85000,100.0,2 Dormitorios,Paso De La Arena
3 Dormitorios en Lezica,85000,100.0,3 Dormitorios,Lezica
2 Dormitorios en Lezica,85000,90.0,2 Dormitorios,Lezica
1 Dormitorio en Aires Puros,85000,60.0,1 Dormitorio,Aires Puros
2 Dormitorios en Brazo Oriental,85000,60.0,2 Dormitorios,Brazo Oriental
3 Dormitorios en Nuevo Paris,85000,,3 Dormitorios,Nuevo Paris
2 Dormitorios en Cerrito,85000,54.0,2 Dormitorios,Cerrito
3 Dormitorios en Colon,85000,88.0,3 Dormitorios,Colon
2 Dormitorios en La Teja,85000,100.0,2 Dormitorios,La Teja
1 Dormitorio en Reducto,85000,64.0,1 Dormitorio,Reducto
1 Dormitorio en La Comercial,85000,60.0,1 Dormitorio,La Comercial
4 Dormitorios en Cerro,85000,100.0,4 Dormitorios,Cerro
Más de 4 dormitorios en Colon,86000,150.0,Más de 4 dormitorios,Colon
3 Dormitorios en Ituzaingo,87000,74.0,3 Dormitorios,Ituzaingo
3 Dormitorios en Cno. Maldonado,87000,158.0,3 Dormitorios,Cno. Maldonado
3 Dormitorios en Cerrito,87000,104.0,3 Dormitorios,Cerrito
2 Dormitorios en Maroñas,87000,90.0,2 Dormitorios,Maroñas
2 Dormitorios en Belvedere,87000,70.0,2 Dormitorios,Belvedere
1 Dormitorio en Aguada,87000,40.0,1 Dormitorio,Aguada
1 Dormitorio en Reducto,87000,47.0,1 Dormitorio,Reducto
2 Dormitorios en Malvin,87000,50.0,2 Dormitorios,Malvin
3 Dormitorios en Cerrito,87000,65.0,3 Dormitorios,Cerrito
4 Dormitorios en Paso Molino,87000,170.0,4 Dormitorios,Paso Molino
2 Dormitorios en Peñarol,87000,65.0,2 Dormitorios,Peñarol
2 Dormitorios en Colon,87000,95.0,2 Dormitorios,Colon
2 Dormitorios en Sayago,88000,91.0,2 Dormitorios,Sayago
2 Dormitorios en Colon,88000,,2 Dormitorios,Colon
1 Dormitorio en La Blanqueada,88000,35.0,1 Dormitorio,La Blanqueada
1 Dormitorio en Colon,88000,135.0,1 Dormitorio,Colon
3 Dormitorios en Barra Santa Lucia,88000,120.0,3 Dormitorios,Barra Santa Lucia
2 Dormitorios en Peñarol,88000,100.0,2 Dormitorios,Peñarol
2 Dormitorios en Cerrito,88000,,2 Dormitorios,Cerrito
3 Dormitorios en Sayago,88000,115.0,3 Dormitorios,Sayago
3 Dormitorios en Peñarol,89000,115.0,3 Dormitorios,Peñarol
3 Dormitorios en Piedras Blancas,89000,90.0,3 Dormitorios,Piedras Blancas
2 Dormitorios en Brazo Oriental,89000,50.0,2 Dormitorios,Brazo Oriental
2 Dormitorios en Bolivar,89000,77.0,2 Dormitorios,Bolivar
4 Dormitorios en Union,89000,200.0,4 Dormitorios,Union
2 Dormitorios en Peñarol,89000,98.0,2 Dormitorios,Peñarol
2 Dormitorios en Atahualpa,89000,90.0,2 Dormitorios,Atahualpa
3 Dormitorios en Otro,89000,108.0,3 Dormitorios,Otro
2 Dormitorios en La Teja,89000,100.0,2 Dormitorios,La Teja
3 Dormitorios en Peñarol,89000,103.0,3 Dormitorios,Peñarol
3 Dormitorios en Capurro,89000,,3 Dormitorios,Capurro
2 Dormitorios en Paso Molino,89000,106.0,2 Dormitorios,Paso Molino
3 Dormitorios en Nuevo Paris,89000,88.0,3 Dormitorios,Nuevo Paris
2 Dormitorios en Perez Castellanos,89000,70.0,2 Dormitorios,Perez Castellanos
3 Dormitorios en Aguada,89000,108.0,3 Dormitorios,Aguada
2 Dormitorios en Peñarol,89000,83.0,2 Dormitorios,Peñarol
2 Dormitorios en Cerro,89000,81.0,2 Dormitorios,Cerro
3 Dormitorios en La Comercial,89000,108.0,3 Dormitorios,La Comercial
2 Dormitorios en Cerrito,89000,70.0,2 Dormitorios,Cerrito
3 Dormitorios en Sayago,89000,80.0,3 Dormitorios,Sayago
2 Dormitorios en Cerrito,89000,118.0,2 Dormitorios,Cerrito
2 Dormitorios en Bolivar,89000,,2 Dormitorios,Bolivar
3 Dormitorios en Colon,89000,64.0,3 Dormitorios,Colon
Más de 4 dormitorios en Aguada,89000,29.0,Más de 4 dormitorios,Aguada
2 Dormitorios en La Comercial,89000,60.0,2 Dormitorios,La Comercial
2 Dormitorios en Cerro,89000,120.0,2 Dormitorios,Cerro
2 Dormitorios en Otro,89000,70.0,2 Dormitorios,Otro
3 Dormitorios en Reducto,89000,108.0,3 Dormitorios,Reducto
2 Dormitorios en Peñarol,89000,90.0,2 Dormitorios,Peñarol
1 Dormitorio en Buceo,89000,44.0,1 Dormitorio,Buceo
2 Dormitorios en La Blanqueada,89000,50.0,2 Dormitorios,La Blanqueada
2 Dormitorios en Union,89500,109.0,2 Dormitorios,Union
3 Dormitorios en Union,89800,,3 Dormitorios,Union
3 Dormitorios en Reducto,89900,70.0,3 Dormitorios,Reducto
3 Dormitorios en Ciudad Vieja,90000,60.0,3 Dormitorios,Ciudad Vieja
3 Dormitorios en Ciudad Vieja,90000,122.0,3 Dormitorios,Ciudad Vieja
1 Dormitorio en La Blanqueada,90000,35.0,1 Dormitorio,La Blanqueada
2 Dormitorios en Nuevo Paris,90000,110.0,2 Dormitorios,Nuevo Paris
3 Dormitorios en Cerrito,90000,90.0,3 Dormitorios,Cerrito
1 Dormitorio en Malvin,90000,60.0,1 Dormitorio,Malvin
3 Dormitorios en Colon,90000,88.0,3 Dormitorios,Colon
2 Dormitorios en Maroñas,90000,,2 Dormitorios,Maroñas
3 Dormitorios en Capurro,90000,1.0,3 Dormitorios,Capurro
2 Dormitorios en Cerrito,90000,85.0,2 Dormitorios,Cerrito
1 Dormitorio en La Blanqueada,90000,44.0,1 Dormitorio,La Blanqueada
